,RunId,iteration,Step,width,height,initial_sheep,initial_wolves,sheep_reproduce,wolf_reproduce,wolf_gain_from_food,grass,grass_regrowth_time,sheep_gain_from_food,escape_range,escaped,total_attacks,Wolves,Sheep,Escaped
241,3,0,290,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,40,245
242,3,0,295,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,38,245
243,3,0,300,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,36,245
244,4,0,0,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,150,50,0
245,4,0,5,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,152,31,88
246,4,0,10,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,146,21,135
247,4,0,15,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,92,16,149
248,4,0,20,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,54,7,165
249,4,0,25,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,32,2,169
250,4,0,30,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,13,1,171
251,4,0,35,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,6,1,172
252,4,0,40,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,1,172
253,4,0,45,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,1,172
254,4,0,50,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,1,172
255,4,0,55,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,1,172
256,4,0,60,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,1,172
257,4,0,65,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,1,172
258,4,0,70,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,2,172
259,4,0,75,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,2,172
260,4,0,80,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,4,172
261,4,0,85,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,4,172
262,4,0,90,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,5,172
263,4,0,95,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,6,172
264,4,0,100,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,6,172
265,4,0,105,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,10,172
266,4,0,110,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,11,172
267,4,0,115,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,13,172
268,4,0,120,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,11,172
269,4,0,125,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,10,172
270,4,0,130,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,11,172
271,4,0,135,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,12,172
272,4,0,140,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,12,172
273,4,0,145,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,12,172
274,4,0,150,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,13,172
275,4,0,155,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,15,172
276,4,0,160,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,18,172
277,4,0,165,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,19,172
278,4,0,170,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,21,172
279,4,0,175,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,26,172
280,4,0,180,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,30,172
281,4,0,185,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,30,172
282,4,0,190,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,36,172
283,4,0,195,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,37,172
284,4,0,200,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,38,172
285,4,0,205,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,42,172
286,4,0,210,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,43,172
287,4,0,215,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,40,172
288,4,0,220,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,44,172
289,4,0,225,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,46,172
290,4,0,230,20,20,50,150,0.04,0.05,20,True,30,4,1,0,0,0,43,172
